subject,verb,score,modality,test,trial_order,session,type,cloze,wmc,prod_pre,rec_pre
18,type,0,FTF,priming2,19,session2,prime,33,74,2,6
18,deposit,0,FTF,priming2,25,session2,prime,33,74,2,6
18,raise,0,FTF,priming2,30,session2,non-prime,33,74,2,6
18,stretch,0,FTF,priming2,33,session2,prime,33,74,2,6
18,ride,0,FTF,priming2,34,session2,non-prime,33,74,2,6
18,hang,0,FTF,priming1,1,session1,prime,33,74,2,6
18,grow,0,FTF,priming1,2,session1,non-prime,33,74,2,6
18,buy,0,FTF,priming1,4,session1,non-prime,33,74,2,6
18,toast,0,FTF,priming1,13,session1,prime,33,74,2,6
18,need,0,FTF,priming1,14,session1,non-prime,33,74,2,6
18,push,0,FTF,priming1,16,session1,non-prime,33,74,2,6
18,boil,0,FTF,priming1,17,session1,prime,33,74,2,6
18,read,0,FTF,priming1,18,session1,non-prime,33,74,2,6
18,send,0,FTF,priming1,20,session1,non-prime,33,74,2,6
18,shake,0,FTF,priming1,24,session1,non-prime,33,74,2,6
18,insert,0,FTF,priming1,26,session1,non-prime,33,74,2,6
18,turn,0,FTF,priming1,28,session1,non-prime,33,74,2,6
18,sprinkle,0,FTF,priming1,30,session1,non-prime,33,74,2,6
18,show,0,FTF,priming1,32,session1,non-prime,33,74,2,6
18,swipe,0,FTF,priming1,34,session1,non-prime,33,74,2,6
18,bring,0,FTF,priming2,2,session2,non-prime,33,74,2,6
18,catch,0,FTF,priming2,6,session2,non-prime,33,74,2,6
18,print,0,FTF,priming2,7,session2,prime,33,74,2,6
18,polish,0,FTF,priming2,8,session2,non-prime,33,74,2,6
18,post,0,FTF,priming2,9,session2,prime,33,74,2,6
18,clean,0,FTF,priming2,11,session2,prime,33,74,2,6
18,lift,0,FTF,priming2,14,session2,non-prime,33,74,2,6
18,bake,0,FTF,priming2,15,session2,prime,33,74,2,6
18,fly,0,FTF,priming2,16,session2,non-prime,33,74,2,6
18,drink,0,FTF,priming2,18,session2,non-prime,33,74,2,6
18,decorate,0,FTF,priming2,20,session2,non-prime,33,74,2,6
18,cross,0,FTF,priming2,22,session2,non-prime,33,74,2,6
18,rake,0,FTF,priming2,26,session2,non-prime,33,74,2,6
18,have,0,FTF,priming2,27,session2,prime,33,74,2,6
18,hit,0,FTF,priming2,28,session2,non-prime,33,74,2,6
18,follow,0,FTF,priming2,32,session2,non-prime,33,74,2,6
18,fill,0,FTF,priming2,35,session2,prime,33,74,2,6
18,pass,0,FTF,priming2,36,session2,non-prime,33,74,2,6
18,display,0,FTF,priming1,3,session1,prime,33,74,2,6
18,use,0,FTF,priming1,6,session1,non-prime,33,74,2,6
18,sing,0,FTF,priming1,7,session1,prime,33,74,2,6
18,organize,0,FTF,priming1,9,session1,prime,33,74,2,6
18,stack,0,FTF,priming1,11,session1,prime,33,74,2,6
18,drink,0,FTF,priming1,23,session1,prime,33,74,2,6
18,pour,0,FTF,priming1,25,session1,prime,33,74,2,6
18,measure,0,FTF,priming1,27,session1,prime,33,74,2,6
18,mix,0,FTF,priming1,29,session1,prime,33,74,2,6
18,cook,0,FTF,priming1,31,session1,prime,33,74,2,6
18,wipe,0,FTF,priming1,35,session1,prime,33,74,2,6
18,carry,0,FTF,priming2,4,session2,non-prime,33,74,2,6
18,choose,0,FTF,priming2,13,session2,prime,33,74,2,6
18,take,0,FTF,priming2,29,session2,prime,33,74,2,6
18,cut,1,FTF,priming1,15,session1,prime,33,74,2,6
18,put,1,FTF,priming1,33,session1,prime,33,74,2,6
18,perform,1,FTF,priming2,5,session2,prime,33,74,2,6
18,wash,1,FTF,priming2,17,session2,prime,33,74,2,6
18,staple,1,FTF,priming2,23,session2,prime,33,74,2,6
18,move,1,FTF,priming2,24,session2,non-prime,33,74,2,6
18,pick,1,FTF,priming2,21,session2,prime,33,74,2,6
18,wear,1,FTF,priming1,22,session1,non-prime,33,74,2,6
18,select,1,FTF,priming1,5,session1,prime,33,74,2,6
18,store,1,FTF,priming1,19,session1,prime,33,74,2,6
18,park,1,FTF,priming2,31,session2,prime,33,74,2,6
19,grow,0,FTF,priming1,2,session1,non-prime,28,69,1,7
19,buy,0,FTF,priming1,4,session1,non-prime,28,69,1,7
19,use,0,FTF,priming1,6,session1,non-prime,28,69,1,7
19,pet,0,FTF,priming1,12,session1,non-prime,28,69,1,7
19,push,0,FTF,priming1,16,session1,non-prime,28,69,1,7
19,read,0,FTF,priming1,18,session1,non-prime,28,69,1,7
19,send,0,FTF,priming1,20,session1,non-prime,28,69,1,7
19,watch,0,FTF,priming1,21,session1,prime,28,69,1,7
19,wear,0,FTF,priming1,22,session1,non-prime,28,69,1,7
19,shake,0,FTF,priming1,24,session1,non-prime,28,69,1,7
19,insert,0,FTF,priming1,26,session1,non-prime,28,69,1,7
19,turn,0,FTF,priming1,28,session1,non-prime,28,69,1,7
19,sprinkle,0,FTF,priming1,30,session1,non-prime,28,69,1,7
19,show,0,FTF,priming1,32,session1,non-prime,28,69,1,7
19,swipe,0,FTF,priming1,34,session1,non-prime,28,69,1,7
19,wipe,0,FTF,priming1,35,session1,prime,28,69,1,7
19,bring,0,FTF,priming2,2,session2,non-prime,28,69,1,7
19,carry,0,FTF,priming2,4,session2,non-prime,28,69,1,7
19,catch,0,FTF,priming2,6,session2,non-prime,28,69,1,7
19,polish,0,FTF,priming2,8,session2,non-prime,28,69,1,7
19,peel,0,FTF,priming2,12,session2,non-prime,28,69,1,7
19,choose,0,FTF,priming2,13,session2,prime,28,69,1,7
19,lift,0,FTF,priming2,14,session2,non-prime,28,69,1,7
19,fly,0,FTF,priming2,16,session2,non-prime,28,69,1,7
19,drink,0,FTF,priming2,18,session2,non-prime,28,69,1,7
19,decorate,0,FTF,priming2,20,session2,non-prime,28,69,1,7
19,cross,0,FTF,priming2,22,session2,non-prime,28,69,1,7
19,move,0,FTF,priming2,24,session2,non-prime,28,69,1,7
19,rake,0,FTF,priming2,26,session2,non-prime,28,69,1,7
19,have,0,FTF,priming2,27,session2,prime,28,69,1,7
19,hit,0,FTF,priming2,28,session2,non-prime,28,69,1,7
19,raise,0,FTF,priming2,30,session2,non-prime,28,69,1,7
19,follow,0,FTF,priming2,32,session2,non-prime,28,69,1,7
19,ride,0,FTF,priming2,34,session2,non-prime,28,69,1,7
19,pass,0,FTF,priming2,36,session2,non-prime,28,69,1,7
19,bake,0,FTF,priming2,15,session2,prime,28,69,1,7
19,pick,0,FTF,priming2,21,session2,prime,28,69,1,7
19,display,0,FTF,priming1,3,session1,prime,28,69,1,7
19,select,0,FTF,priming1,5,session1,prime,28,69,1,7
19,brush,0,FTF,priming1,8,session1,non-prime,28,69,1,7
19,organize,0,FTF,priming1,9,session1,prime,28,69,1,7
19,stack,0,FTF,priming1,11,session1,prime,28,69,1,7
19,toast,0,FTF,priming1,13,session1,prime,28,69,1,7
19,boil,0,FTF,priming1,17,session1,prime,28,69,1,7
19,drink,0,FTF,priming1,23,session1,prime,28,69,1,7
19,measure,0,FTF,priming1,27,session1,prime,28,69,1,7
19,keep,0,FTF,priming1,36,session1,non-prime,28,69,1,7
19,vacuum,0,FTF,priming2,1,session2,prime,28,69,1,7
19,study,0,FTF,priming2,3,session2,prime,28,69,1,7
19,staple,0,FTF,priming2,23,session2,prime,28,69,1,7
19,deposit,0,FTF,priming2,25,session2,prime,28,69,1,7
19,perform,1,FTF,priming2,5,session2,prime,28,69,1,7
19,type,1,FTF,priming2,19,session2,prime,28,69,1,7
19,sing,1,FTF,priming1,7,session1,prime,28,69,1,7
19,burn,1,FTF,priming1,10,session1,non-prime,28,69,1,7
19,cook,1,FTF,priming1,31,session1,prime,28,69,1,7
19,drive,1,FTF,priming2,10,session2,non-prime,28,69,1,7
19,clean,1,FTF,priming2,11,session2,prime,28,69,1,7
19,take,1,FTF,priming2,29,session2,prime,28,69,1,7
19,need,1,FTF,priming1,14,session1,non-prime,28,69,1,7
19,pour,1,FTF,priming1,25,session1,prime,28,69,1,7
19,hang,1,FTF,priming1,1,session1,prime,28,69,1,7
19,cut,1,FTF,priming1,15,session1,prime,28,69,1,7
19,store,1,FTF,priming1,19,session1,prime,28,69,1,7
19,mix,1,FTF,priming1,29,session1,prime,28,69,1,7
19,put,1,FTF,priming1,33,session1,prime,28,69,1,7
19,print,1,FTF,priming2,7,session2,prime,28,69,1,7
19,post,1,FTF,priming2,9,session2,prime,28,69,1,7
19,wash,1,FTF,priming2,17,session2,prime,28,69,1,7
19,park,1,FTF,priming2,31,session2,prime,28,69,1,7
19,stretch,1,FTF,priming2,33,session2,prime,28,69,1,7
19,fill,1,FTF,priming2,35,session2,prime,28,69,1,7
20,pour,0,FTF,priming1,25,session2,prime,31,76,1,5
20,hang,0,FTF,priming1,1,session2,prime,31,76,1,5
20,grow,0,FTF,priming1,2,session2,non-prime,31,76,1,5
20,display,0,FTF,priming1,3,session2,prime,31,76,1,5
20,buy,0,FTF,priming1,4,session2,non-prime,31,76,1,5
20,select,0,FTF,priming1,5,session2,prime,31,76,1,5
20,use,0,FTF,priming1,6,session2,non-prime,31,76,1,5
20,brush,0,FTF,priming1,8,session2,non-prime,31,76,1,5
20,organize,0,FTF,priming1,9,session2,prime,31,76,1,5
20,burn,0,FTF,priming1,10,session2,non-prime,31,76,1,5
20,stack,0,FTF,priming1,11,session2,prime,31,76,1,5
20,pet,0,FTF,priming1,12,session2,non-prime,31,76,1,5
20,toast,0,FTF,priming1,13,session2,prime,31,76,1,5
20,need,0,FTF,priming1,14,session2,non-prime,31,76,1,5
20,cut,0,FTF,priming1,15,session2,prime,31,76,1,5
20,push,0,FTF,priming1,16,session2,non-prime,31,76,1,5
20,boil,0,FTF,priming1,17,session2,prime,31,76,1,5
20,read,0,FTF,priming1,18,session2,non-prime,31,76,1,5
20,store,0,FTF,priming1,19,session2,prime,31,76,1,5
20,send,0,FTF,priming1,20,session2,non-prime,31,76,1,5
20,watch,0,FTF,priming1,21,session2,prime,31,76,1,5
20,drink,0,FTF,priming1,23,session2,prime,31,76,1,5
20,shake,0,FTF,priming1,24,session2,non-prime,31,76,1,5
20,insert,0,FTF,priming1,26,session2,non-prime,31,76,1,5
20,measure,0,FTF,priming1,27,session2,prime,31,76,1,5
20,turn,0,FTF,priming1,28,session2,non-prime,31,76,1,5
20,sprinkle,0,FTF,priming1,30,session2,non-prime,31,76,1,5
20,cook,0,FTF,priming1,31,session2,prime,31,76,1,5
20,show,0,FTF,priming1,32,session2,non-prime,31,76,1,5
20,put,0,FTF,priming1,33,session2,prime,31,76,1,5
20,swipe,0,FTF,priming1,34,session2,non-prime,31,76,1,5
20,bring,0,FTF,priming2,2,session1,non-prime,31,76,1,5
20,print,0,FTF,priming2,7,session1,prime,31,76,1,5
20,polish,0,FTF,priming2,8,session1,non-prime,31,76,1,5
20,drive,0,FTF,priming2,10,session1,non-prime,31,76,1,5
20,clean,0,FTF,priming2,11,session1,prime,31,76,1,5
20,peel,0,FTF,priming2,12,session1,non-prime,31,76,1,5
20,lift,0,FTF,priming2,14,session1,non-prime,31,76,1,5
20,wash,0,FTF,priming2,17,session1,prime,31,76,1,5
20,drink,0,FTF,priming2,18,session1,non-prime,31,76,1,5
20,type,0,FTF,priming2,19,session1,prime,31,76,1,5
20,decorate,0,FTF,priming2,20,session1,non-prime,31,76,1,5
20,cross,0,FTF,priming2,22,session1,non-prime,31,76,1,5
20,move,0,FTF,priming2,24,session1,non-prime,31,76,1,5
20,deposit,0,FTF,priming2,25,session1,prime,31,76,1,5
20,rake,0,FTF,priming2,26,session1,non-prime,31,76,1,5
20,have,0,FTF,priming2,27,session1,prime,31,76,1,5
20,take,0,FTF,priming2,29,session1,prime,31,76,1,5
20,raise,0,FTF,priming2,30,session1,non-prime,31,76,1,5
20,park,0,FTF,priming2,31,session1,prime,31,76,1,5
20,ride,0,FTF,priming2,34,session1,non-prime,31,76,1,5
20,fill,0,FTF,priming2,35,session1,prime,31,76,1,5
20,pass,0,FTF,priming2,36,session1,non-prime,31,76,1,5
20,sing,0,FTF,priming1,7,session2,prime,31,76,1,5
20,wear,0,FTF,priming1,22,session2,non-prime,31,76,1,5
20,catch,0,FTF,priming2,6,session1,non-prime,31,76,1,5
20,fly,0,FTF,priming2,16,session1,non-prime,31,76,1,5
20,hit,0,FTF,priming2,28,session1,non-prime,31,76,1,5
20,keep,0,FTF,priming1,36,session2,non-prime,31,76,1,5
20,vacuum,0,FTF,priming2,1,session1,prime,31,76,1,5
20,carry,0,FTF,priming2,4,session1,non-prime,31,76,1,5
20,perform,0,FTF,priming2,5,session1,prime,31,76,1,5
20,follow,0,FTF,priming2,32,session1,non-prime,31,76,1,5
20,mix,1,FTF,priming1,29,session2,prime,31,76,1,5
20,wipe,1,FTF,priming1,35,session2,prime,31,76,1,5
20,study,1,FTF,priming2,3,session1,prime,31,76,1,5
20,post,1,FTF,priming2,9,session1,prime,31,76,1,5
20,choose,1,FTF,priming2,13,session1,prime,31,76,1,5
20,bake,1,FTF,priming2,15,session1,prime,31,76,1,5
20,pick,1,FTF,priming2,21,session1,prime,31,76,1,5
20,staple,1,FTF,priming2,23,session1,prime,31,76,1,5
20,stretch,1,FTF,priming2,33,session1,prime,31,76,1,5
21,hang,0,FTF,priming1,1,session1,prime,23,41,0,6
21,grow,0,FTF,priming1,2,session1,non-prime,23,41,0,6
21,display,0,FTF,priming1,3,session1,prime,23,41,0,6
21,buy,0,FTF,priming1,4,session1,non-prime,23,41,0,6
21,select,0,FTF,priming1,5,session1,prime,23,41,0,6
21,use,0,FTF,priming1,6,session1,non-prime,23,41,0,6
21,sing,0,FTF,priming1,7,session1,prime,23,41,0,6
21,brush,0,FTF,priming1,8,session1,non-prime,23,41,0,6
21,organize,0,FTF,priming1,9,session1,prime,23,41,0,6
21,burn,0,FTF,priming1,10,session1,non-prime,23,41,0,6
21,stack,0,FTF,priming1,11,session1,prime,23,41,0,6
21,toast,0,FTF,priming1,13,session1,prime,23,41,0,6
21,store,0,FTF,priming1,19,session1,prime,23,41,0,6
21,send,0,FTF,priming1,20,session1,non-prime,23,41,0,6
21,watch,0,FTF,priming1,21,session1,prime,23,41,0,6
21,wear,0,FTF,priming1,22,session1,non-prime,23,41,0,6
21,shake,0,FTF,priming1,24,session1,non-prime,23,41,0,6
21,pour,0,FTF,priming1,25,session1,prime,23,41,0,6
21,turn,0,FTF,priming1,28,session1,non-prime,23,41,0,6
21,wipe,0,FTF,priming1,35,session1,prime,23,41,0,6
21,keep,0,FTF,priming1,36,session1,non-prime,23,41,0,6
21,vacuum,0,FTF,priming2,1,session2,prime,23,41,0,6
21,peel,0,FTF,priming2,12,session2,non-prime,23,41,0,6
21,pick,0,FTF,priming2,21,session2,prime,23,41,0,6
21,boil,0,FTF,priming1,17,session1,prime,23,41,0,6
21,pet,0,FTF,priming1,12,session1,non-prime,23,41,0,6
21,need,0,FTF,priming1,14,session1,non-prime,23,41,0,6
21,cut,0,FTF,priming1,15,session1,prime,23,41,0,6
21,push,0,FTF,priming1,16,session1,non-prime,23,41,0,6
21,read,0,FTF,priming1,18,session1,non-prime,23,41,0,6
21,insert,0,FTF,priming1,26,session1,non-prime,23,41,0,6
21,cook,0,FTF,priming1,31,session1,prime,23,41,0,6
21,show,0,FTF,priming1,32,session1,non-prime,23,41,0,6
21,swipe,0,FTF,priming1,34,session1,non-prime,23,41,0,6
21,bring,0,FTF,priming2,2,session2,non-prime,23,41,0,6
21,catch,0,FTF,priming2,6,session2,non-prime,23,41,0,6
21,polish,0,FTF,priming2,8,session2,non-prime,23,41,0,6
21,drive,0,FTF,priming2,10,session2,non-prime,23,41,0,6
21,lift,0,FTF,priming2,14,session2,non-prime,23,41,0,6
21,fly,0,FTF,priming2,16,session2,non-prime,23,41,0,6
21,drink,0,FTF,priming2,18,session2,non-prime,23,41,0,6
21,decorate,0,FTF,priming2,20,session2,non-prime,23,41,0,6
21,cross,0,FTF,priming2,22,session2,non-prime,23,41,0,6
21,move,0,FTF,priming2,24,session2,non-prime,23,41,0,6
21,rake,0,FTF,priming2,26,session2,non-prime,23,41,0,6
21,have,0,FTF,priming2,27,session2,prime,23,41,0,6
21,hit,0,FTF,priming2,28,session2,non-prime,23,41,0,6
21,raise,0,FTF,priming2,30,session2,non-prime,23,41,0,6
21,follow,0,FTF,priming2,32,session2,non-prime,23,41,0,6
21,ride,0,FTF,priming2,34,session2,non-prime,23,41,0,6
21,pass,0,FTF,priming2,36,session2,non-prime,23,41,0,6
21,measure,0,FTF,priming1,27,session1,prime,23,41,0,6
21,mix,0,FTF,priming1,29,session1,prime,23,41,0,6
21,sprinkle,0,FTF,priming1,30,session1,non-prime,23,41,0,6
21,carry,0,FTF,priming2,4,session2,non-prime,23,41,0,6
21,print,0,FTF,priming2,7,session2,prime,23,41,0,6
21,post,0,FTF,priming2,9,session2,prime,23,41,0,6
21,choose,0,FTF,priming2,13,session2,prime,23,41,0,6
21,type,0,FTF,priming2,19,session2,prime,23,41,0,6
21,staple,0,FTF,priming2,23,session2,prime,23,41,0,6
21,deposit,0,FTF,priming2,25,session2,prime,23,41,0,6
21,fill,0,FTF,priming2,35,session2,prime,23,41,0,6
21,study,0,FTF,priming2,3,session2,prime,23,41,0,6
21,perform,0,FTF,priming2,5,session2,prime,23,41,0,6
21,take,0,FTF,priming2,29,session2,prime,23,41,0,6
21,park,0,FTF,priming2,31,session2,prime,23,41,0,6
21,drink,1,FTF,priming1,23,session1,prime,23,41,0,6
21,put,1,FTF,priming1,33,session1,prime,23,41,0,6
21,clean,1,FTF,priming2,11,session2,prime,23,41,0,6
21,bake,1,FTF,priming2,15,session2,prime,23,41,0,6
21,wash,1,FTF,priming2,17,session2,prime,23,41,0,6
21,stretch,1,FTF,priming2,33,session2,prime,23,41,0,6
22,vacuum,0,FTF,priming2,1,session1,prime,15,70,0,2
22,carry,0,FTF,priming2,4,session1,non-prime,15,70,0,2
22,fly,0,FTF,priming2,16,session1,non-prime,15,70,0,2
22,have,0,FTF,priming2,27,session1,prime,15,70,0,2
22,grow,0,FTF,priming1,2,session2,non-prime,15,70,0,2
22,buy,0,FTF,priming1,4,session2,non-prime,15,70,0,2
22,use,0,FTF,priming1,6,session2,non-prime,15,70,0,2
22,pet,0,FTF,priming1,12,session2,non-prime,15,70,0,2
22,need,0,FTF,priming1,14,session2,non-prime,15,70,0,2
22,push,0,FTF,priming1,16,session2,non-prime,15,70,0,2
22,read,0,FTF,priming1,18,session2,non-prime,15,70,0,2
22,send,0,FTF,priming1,20,session2,non-prime,15,70,0,2
22,wear,0,FTF,priming1,22,session2,non-prime,15,70,0,2
22,insert,0,FTF,priming1,26,session2,non-prime,15,70,0,2
22,turn,0,FTF,priming1,28,session2,non-prime,15,70,0,2
22,sprinkle,0,FTF,priming1,30,session2,non-prime,15,70,0,2
22,cook,0,FTF,priming1,31,session2,prime,15,70,0,2
22,show,0,FTF,priming1,32,session2,non-prime,15,70,0,2
22,swipe,0,FTF,priming1,34,session2,non-prime,15,70,0,2
22,wipe,0,FTF,priming1,35,session2,prime,15,70,0,2
22,bring,0,FTF,priming2,2,session1,non-prime,15,70,0,2
22,catch,0,FTF,priming2,6,session1,non-prime,15,70,0,2
22,drive,0,FTF,priming2,10,session1,non-prime,15,70,0,2
22,peel,0,FTF,priming2,12,session1,non-prime,15,70,0,2
22,lift,0,FTF,priming2,14,session1,non-prime,15,70,0,2
22,drink,0,FTF,priming2,18,session1,non-prime,15,70,0,2
22,decorate,0,FTF,priming2,20,session1,non-prime,15,70,0,2
22,cross,0,FTF,priming2,22,session1,non-prime,15,70,0,2
22,move,0,FTF,priming2,24,session1,non-prime,15,70,0,2
22,rake,0,FTF,priming2,26,session1,non-prime,15,70,0,2
22,hit,0,FTF,priming2,28,session1,non-prime,15,70,0,2
22,raise,0,FTF,priming2,30,session1,non-prime,15,70,0,2
22,ride,0,FTF,priming2,34,session1,non-prime,15,70,0,2
22,pass,0,FTF,priming2,36,session1,non-prime,15,70,0,2
22,hang,0,FTF,priming1,1,session2,prime,15,70,0,2
22,display,0,FTF,priming1,3,session2,prime,15,70,0,2
22,select,0,FTF,priming1,5,session2,prime,15,70,0,2
22,sing,0,FTF,priming1,7,session2,prime,15,70,0,2
22,brush,0,FTF,priming1,8,session2,non-prime,15,70,0,2
22,organize,0,FTF,priming1,9,session2,prime,15,70,0,2
22,burn,0,FTF,priming1,10,session2,non-prime,15,70,0,2
22,stack,0,FTF,priming1,11,session2,prime,15,70,0,2
22,toast,0,FTF,priming1,13,session2,prime,15,70,0,2
22,cut,0,FTF,priming1,15,session2,prime,15,70,0,2
22,boil,0,FTF,priming1,17,session2,prime,15,70,0,2
22,store,0,FTF,priming1,19,session2,prime,15,70,0,2
22,watch,0,FTF,priming1,21,session2,prime,15,70,0,2
22,drink,0,FTF,priming1,23,session2,prime,15,70,0,2
22,shake,0,FTF,priming1,24,session2,non-prime,15,70,0,2
22,pour,0,FTF,priming1,25,session2,prime,15,70,0,2
22,measure,0,FTF,priming1,27,session2,prime,15,70,0,2
22,mix,0,FTF,priming1,29,session2,prime,15,70,0,2
22,put,0,FTF,priming1,33,session2,prime,15,70,0,2
22,keep,0,FTF,priming1,36,session2,non-prime,15,70,0,2
22,perform,0,FTF,priming2,5,session1,prime,15,70,0,2
22,print,0,FTF,priming2,7,session1,prime,15,70,0,2
22,polish,0,FTF,priming2,8,session1,non-prime,15,70,0,2
22,post,0,FTF,priming2,9,session1,prime,15,70,0,2
22,clean,0,FTF,priming2,11,session1,prime,15,70,0,2
22,bake,0,FTF,priming2,15,session1,prime,15,70,0,2
22,wash,0,FTF,priming2,17,session1,prime,15,70,0,2
22,type,0,FTF,priming2,19,session1,prime,15,70,0,2
22,pick,0,FTF,priming2,21,session1,prime,15,70,0,2
22,staple,0,FTF,priming2,23,session1,prime,15,70,0,2
22,deposit,0,FTF,priming2,25,session1,prime,15,70,0,2
22,take,0,FTF,priming2,29,session1,prime,15,70,0,2
22,park,0,FTF,priming2,31,session1,prime,15,70,0,2
22,follow,0,FTF,priming2,32,session1,non-prime,15,70,0,2
22,stretch,0,FTF,priming2,33,session1,prime,15,70,0,2
22,fill,0,FTF,priming2,35,session1,prime,15,70,0,2
22,study,1,FTF,priming2,3,session1,prime,15,70,0,2
22,choose,1,FTF,priming2,13,session1,prime,15,70,0,2
23,sing,0,FTF,priming1,7,session1,prime,32,77,0,1
23,pet,0,FTF,priming1,12,session1,non-prime,32,77,0,1
23,need,0,FTF,priming1,14,session1,non-prime,32,77,0,1
23,cook,0,FTF,priming1,31,session1,prime,32,77,0,1
23,wipe,0,FTF,priming1,35,session1,prime,32,77,0,1
23,grow,0,FTF,priming1,2,session1,non-prime,32,77,0,1
23,burn,0,FTF,priming1,10,session1,non-prime,32,77,0,1
23,toast,0,FTF,priming1,13,session1,prime,32,77,0,1
23,fly,0,FTF,priming2,16,session2,non-prime,32,77,0,1
23,buy,0,FTF,priming1,4,session1,non-prime,32,77,0,1
23,use,0,FTF,priming1,6,session1,non-prime,32,77,0,1
23,push,0,FTF,priming1,16,session1,non-prime,32,77,0,1
23,read,0,FTF,priming1,18,session1,non-prime,32,77,0,1
23,send,0,FTF,priming1,20,session1,non-prime,32,77,0,1
23,watch,0,FTF,priming1,21,session1,prime,32,77,0,1
23,wear,0,FTF,priming1,22,session1,non-prime,32,77,0,1
23,insert,0,FTF,priming1,26,session1,non-prime,32,77,0,1
23,turn,0,FTF,priming1,28,session1,non-prime,32,77,0,1
23,sprinkle,0,FTF,priming1,30,session1,non-prime,32,77,0,1
23,show,0,FTF,priming1,32,session1,non-prime,32,77,0,1
23,swipe,0,FTF,priming1,34,session1,non-prime,32,77,0,1
23,study,0,FTF,priming2,3,session2,prime,32,77,0,1
23,catch,0,FTF,priming2,6,session2,non-prime,32,77,0,1
23,clean,0,FTF,priming2,11,session2,prime,32,77,0,1
23,peel,0,FTF,priming2,12,session2,non-prime,32,77,0,1
23,wash,0,FTF,priming2,17,session2,prime,32,77,0,1
23,drink,0,FTF,priming2,18,session2,non-prime,32,77,0,1
23,decorate,0,FTF,priming2,20,session2,non-prime,32,77,0,1
23,move,0,FTF,priming2,24,session2,non-prime,32,77,0,1
23,rake,0,FTF,priming2,26,session2,non-prime,32,77,0,1
23,have,0,FTF,priming2,27,session2,prime,32,77,0,1
23,hit,0,FTF,priming2,28,session2,non-prime,32,77,0,1
23,raise,0,FTF,priming2,30,session2,non-prime,32,77,0,1
23,follow,0,FTF,priming2,32,session2,non-prime,32,77,0,1
23,ride,0,FTF,priming2,34,session2,non-prime,32,77,0,1
23,pass,0,FTF,priming2,36,session2,non-prime,32,77,0,1
23,hang,0,FTF,priming1,1,session1,prime,32,77,0,1
23,display,0,FTF,priming1,3,session1,prime,32,77,0,1
23,select,0,FTF,priming1,5,session1,prime,32,77,0,1
23,brush,0,FTF,priming1,8,session1,non-prime,32,77,0,1
23,organize,0,FTF,priming1,9,session1,prime,32,77,0,1
23,stack,0,FTF,priming1,11,session1,prime,32,77,0,1
23,store,0,FTF,priming1,19,session1,prime,32,77,0,1
23,measure,0,FTF,priming1,27,session1,prime,32,77,0,1
23,mix,0,FTF,priming1,29,session1,prime,32,77,0,1
23,vacuum,0,FTF,priming2,1,session2,prime,32,77,0,1
23,bring,0,FTF,priming2,2,session2,non-prime,32,77,0,1
23,carry,0,FTF,priming2,4,session2,non-prime,32,77,0,1
23,post,0,FTF,priming2,9,session2,prime,32,77,0,1
23,lift,0,FTF,priming2,14,session2,non-prime,32,77,0,1
23,type,0,FTF,priming2,19,session2,prime,32,77,0,1
23,cross,0,FTF,priming2,22,session2,non-prime,32,77,0,1
23,park,0,FTF,priming2,31,session2,prime,32,77,0,1
23,fill,0,FTF,priming2,35,session2,prime,32,77,0,1
23,shake,1,FTF,priming1,24,session1,non-prime,32,77,0,1
23,put,1,FTF,priming1,33,session1,prime,32,77,0,1
23,perform,1,FTF,priming2,5,session2,prime,32,77,0,1
23,drive,1,FTF,priming2,10,session2,non-prime,32,77,0,1
23,bake,1,FTF,priming2,15,session2,prime,32,77,0,1
23,keep,1,FTF,priming1,36,session1,non-prime,32,77,0,1
23,polish,1,FTF,priming2,8,session2,non-prime,32,77,0,1
23,cut,1,FTF,priming1,15,session1,prime,32,77,0,1
23,boil,1,FTF,priming1,17,session1,prime,32,77,0,1
23,drink,1,FTF,priming1,23,session1,prime,32,77,0,1
23,pour,1,FTF,priming1,25,session1,prime,32,77,0,1
23,print,1,FTF,priming2,7,session2,prime,32,77,0,1
23,choose,1,FTF,priming2,13,session2,prime,32,77,0,1
23,pick,1,FTF,priming2,21,session2,prime,32,77,0,1
23,staple,1,FTF,priming2,23,session2,prime,32,77,0,1
23,deposit,1,FTF,priming2,25,session2,prime,32,77,0,1
23,take,1,FTF,priming2,29,session2,prime,32,77,0,1
23,stretch,1,FTF,priming2,33,session2,prime,32,77,0,1
24,sing,0,FTF,priming1,7,session1,prime,5,54,1,4
24,burn,0,FTF,priming1,10,session1,non-prime,5,54,1,4
24,shake,0,FTF,priming1,24,session1,non-prime,5,54,1,4
24,pour,0,FTF,priming1,25,session1,prime,5,54,1,4
24,measure,0,FTF,priming1,27,session1,prime,5,54,1,4
24,mix,0,FTF,priming1,29,session1,prime,5,54,1,4
24,cook,0,FTF,priming1,31,session1,prime,5,54,1,4
24,show,0,FTF,priming1,32,session1,non-prime,5,54,1,4
24,swipe,0,FTF,priming1,34,session1,non-prime,5,54,1,4
24,wipe,0,FTF,priming1,35,session1,prime,5,54,1,4
24,keep,0,FTF,priming1,36,session1,non-prime,5,54,1,4
24,vacuum,0,FTF,priming2,1,session2,prime,5,54,1,4
24,bring,0,FTF,priming2,2,session2,non-prime,5,54,1,4
24,study,0,FTF,priming2,3,session2,prime,5,54,1,4
