subject,verb,score,binary_score,Modality,test,trial_order,Session,Type,typingSpeed,Cloze,WMC,rec_pre,prod_pre,rec_pre_1_2
12,bake,1,0,FTF,priming2,15,session1,prime,42.45,35,84,5,0,5
12,staple,1,0,FTF,priming2,23,session1,prime,42.45,35,84,5,0,5
12,raise,1,0,FTF,priming2,30,session1,non-prime,42.45,35,84,5,0,5
12,grow,2,0,FTF,priming1,2,session2,non-prime,42.45,35,84,5,0,5
12,buy,2,0,FTF,priming1,4,session2,non-prime,42.45,35,84,5,0,5
12,use,2,0,FTF,priming1,6,session2,non-prime,42.45,35,84,5,0,5
12,pet,2,0,FTF,priming1,12,session2,non-prime,42.45,35,84,5,0,5
12,need,2,0,FTF,priming1,14,session2,non-prime,42.45,35,84,5,0,5
12,push,2,0,FTF,priming1,16,session2,non-prime,42.45,35,84,5,0,5
12,boil,2,0,FTF,priming1,17,session2,prime,42.45,35,84,5,0,5
12,read,2,0,FTF,priming1,18,session2,non-prime,42.45,35,84,5,0,5
12,wear,2,0,FTF,priming1,22,session2,non-prime,42.45,35,84,5,0,5
12,shake,2,0,FTF,priming1,24,session2,non-prime,42.45,35,84,5,0,5
12,insert,2,0,FTF,priming1,26,session2,non-prime,42.45,35,84,5,0,5
12,turn,2,0,FTF,priming1,28,session2,non-prime,42.45,35,84,5,0,5
12,mix,2,0,FTF,priming1,29,session2,prime,42.45,35,84,5,0,5
12,sprinkle,2,0,FTF,priming1,30,session2,non-prime,42.45,35,84,5,0,5
12,bring,2,0,FTF,priming2,2,session1,non-prime,42.45,35,84,5,0,5
12,drive,2,0,FTF,priming2,10,session1,non-prime,42.45,35,84,5,0,5
12,lift,2,0,FTF,priming2,14,session1,non-prime,42.45,35,84,5,0,5
12,fly,2,0,FTF,priming2,16,session1,non-prime,42.45,35,84,5,0,5
12,drink,2,0,FTF,priming2,18,session1,non-prime,42.45,35,84,5,0,5
12,decorate,2,0,FTF,priming2,20,session1,non-prime,42.45,35,84,5,0,5
12,rake,2,0,FTF,priming2,26,session1,non-prime,42.45,35,84,5,0,5
12,hit,2,0,FTF,priming2,28,session1,non-prime,42.45,35,84,5,0,5
12,follow,2,0,FTF,priming2,32,session1,non-prime,42.45,35,84,5,0,5
12,ride,2,0,FTF,priming2,34,session1,non-prime,42.45,35,84,5,0,5
12,pass,2,0,FTF,priming2,36,session1,non-prime,42.45,35,84,5,0,5
12,hang,4,0,FTF,priming1,1,session2,prime,42.45,35,84,5,0,5
12,display,4,0,FTF,priming1,3,session2,prime,42.45,35,84,5,0,5
12,burn,4,0,FTF,priming1,10,session2,non-prime,42.45,35,84,5,0,5
12,stack,4,0,FTF,priming1,11,session2,prime,42.45,35,84,5,0,5
12,send,4,0,FTF,priming1,20,session2,non-prime,42.45,35,84,5,0,5
12,watch,4,0,FTF,priming1,21,session2,prime,42.45,35,84,5,0,5
12,drink,4,0,FTF,priming1,23,session2,prime,42.45,35,84,5,0,5
12,pour,4,0,FTF,priming1,25,session2,prime,42.45,35,84,5,0,5
12,measure,4,0,FTF,priming1,27,session2,prime,42.45,35,84,5,0,5
12,cook,4,0,FTF,priming1,31,session2,prime,42.45,35,84,5,0,5
12,study,4,0,FTF,priming2,3,session1,prime,42.45,35,84,5,0,5
12,wash,4,0,FTF,priming2,17,session1,prime,42.45,35,84,5,0,5
12,type,4,0,FTF,priming2,19,session1,prime,42.45,35,84,5,0,5
12,pick,4,0,FTF,priming2,21,session1,prime,42.45,35,84,5,0,5
12,cross,4,0,FTF,priming2,22,session1,non-prime,42.45,35,84,5,0,5
12,move,4,0,FTF,priming2,24,session1,non-prime,42.45,35,84,5,0,5
12,deposit,4,0,FTF,priming2,25,session1,prime,42.45,35,84,5,0,5
12,take,4,0,FTF,priming2,29,session1,prime,42.45,35,84,5,0,5
12,park,4,0,FTF,priming2,31,session1,prime,42.45,35,84,5,0,5
12,stretch,4,0,FTF,priming2,33,session1,prime,42.45,35,84,5,0,5
12,fill,4,0,FTF,priming2,35,session1,prime,42.45,35,84,5,0,5
12,select,7,1,FTF,priming1,5,session2,prime,42.45,35,84,5,0,5
12,sing,7,1,FTF,priming1,7,session2,prime,42.45,35,84,5,0,5
12,brush,7,1,FTF,priming1,8,session2,non-prime,42.45,35,84,5,0,5
12,have,7,1,FTF,priming2,27,session1,prime,42.45,35,84,5,0,5
12,toast,8,1,FTF,priming1,13,session2,prime,42.45,35,84,5,0,5
12,store,10,1,FTF,priming1,19,session2,prime,42.45,35,84,5,0,5
12,put,10,1,FTF,priming1,33,session2,prime,42.45,35,84,5,0,5
13,select,0,0,FTF,priming1,5,session2,prime,35.68,45,90,9,1,13
13,organize,0,0,FTF,priming1,9,session2,prime,35.68,45,90,9,1,13
13,stack,0,0,FTF,priming1,11,session2,prime,35.68,45,90,9,1,13
13,pet,0,0,FTF,priming1,12,session2,non-prime,35.68,45,90,9,1,13
13,toast,0,0,FTF,priming1,13,session2,prime,35.68,45,90,9,1,13
13,need,0,0,FTF,priming1,14,session2,non-prime,35.68,45,90,9,1,13
13,boil,0,0,FTF,priming1,17,session2,prime,35.68,45,90,9,1,13
13,store,0,0,FTF,priming1,19,session2,prime,35.68,45,90,9,1,13
13,watch,0,0,FTF,priming1,21,session2,prime,35.68,45,90,9,1,13
13,drink,0,0,FTF,priming1,23,session2,prime,35.68,45,90,9,1,13
13,pour,0,0,FTF,priming1,25,session2,prime,35.68,45,90,9,1,13
13,mix,0,0,FTF,priming1,29,session2,prime,35.68,45,90,9,1,13
13,swipe,0,0,FTF,priming1,34,session2,non-prime,35.68,45,90,9,1,13
13,wipe,0,0,FTF,priming1,35,session2,prime,35.68,45,90,9,1,13
13,bring,0,0,FTF,priming2,2,session1,non-prime,35.68,45,90,9,1,13
13,carry,0,0,FTF,priming2,4,session1,non-prime,35.68,45,90,9,1,13
13,perform,0,0,FTF,priming2,5,session1,prime,35.68,45,90,9,1,13
13,catch,0,0,FTF,priming2,6,session1,non-prime,35.68,45,90,9,1,13
13,polish,0,0,FTF,priming2,8,session1,non-prime,35.68,45,90,9,1,13
13,post,0,0,FTF,priming2,9,session1,prime,35.68,45,90,9,1,13
13,drive,0,0,FTF,priming2,10,session1,non-prime,35.68,45,90,9,1,13
13,clean,0,0,FTF,priming2,11,session1,prime,35.68,45,90,9,1,13
13,peel,0,0,FTF,priming2,12,session1,non-prime,35.68,45,90,9,1,13
13,choose,0,0,FTF,priming2,13,session1,prime,35.68,45,90,9,1,13
13,lift,0,0,FTF,priming2,14,session1,non-prime,35.68,45,90,9,1,13
13,bake,0,0,FTF,priming2,15,session1,prime,35.68,45,90,9,1,13
13,fly,0,0,FTF,priming2,16,session1,non-prime,35.68,45,90,9,1,13
13,wash,0,0,FTF,priming2,17,session1,prime,35.68,45,90,9,1,13
13,drink,0,0,FTF,priming2,18,session1,non-prime,35.68,45,90,9,1,13
13,type,0,0,FTF,priming2,19,session1,prime,35.68,45,90,9,1,13
13,decorate,0,0,FTF,priming2,20,session1,non-prime,35.68,45,90,9,1,13
13,pick,0,0,FTF,priming2,21,session1,prime,35.68,45,90,9,1,13
13,cross,0,0,FTF,priming2,22,session1,non-prime,35.68,45,90,9,1,13
13,staple,0,0,FTF,priming2,23,session1,prime,35.68,45,90,9,1,13
13,move,0,0,FTF,priming2,24,session1,non-prime,35.68,45,90,9,1,13
13,deposit,0,0,FTF,priming2,25,session1,prime,35.68,45,90,9,1,13
13,rake,0,0,FTF,priming2,26,session1,non-prime,35.68,45,90,9,1,13
13,have,0,0,FTF,priming2,27,session1,prime,35.68,45,90,9,1,13
13,hit,0,0,FTF,priming2,28,session1,non-prime,35.68,45,90,9,1,13
13,take,0,0,FTF,priming2,29,session1,prime,35.68,45,90,9,1,13
13,raise,0,0,FTF,priming2,30,session1,non-prime,35.68,45,90,9,1,13
13,park,0,0,FTF,priming2,31,session1,prime,35.68,45,90,9,1,13
13,follow,0,0,FTF,priming2,32,session1,non-prime,35.68,45,90,9,1,13
13,stretch,0,0,FTF,priming2,33,session1,prime,35.68,45,90,9,1,13
13,ride,0,0,FTF,priming2,34,session1,non-prime,35.68,45,90,9,1,13
13,fill,0,0,FTF,priming2,35,session1,prime,35.68,45,90,9,1,13
13,pass,0,0,FTF,priming2,36,session1,non-prime,35.68,45,90,9,1,13
13,display,1,0,FTF,priming1,3,session2,prime,35.68,45,90,9,1,13
13,buy,1,0,FTF,priming1,4,session2,non-prime,35.68,45,90,9,1,13
13,sing,1,0,FTF,priming1,7,session2,prime,35.68,45,90,9,1,13
13,brush,1,0,FTF,priming1,8,session2,non-prime,35.68,45,90,9,1,13
13,cook,1,0,FTF,priming1,31,session2,prime,35.68,45,90,9,1,13
13,vacuum,1,0,FTF,priming2,1,session1,prime,35.68,45,90,9,1,13
13,print,1,0,FTF,priming2,7,session1,prime,35.68,45,90,9,1,13
13,grow,2,0,FTF,priming1,2,session2,non-prime,35.68,45,90,9,1,13
13,use,2,0,FTF,priming1,6,session2,non-prime,35.68,45,90,9,1,13
13,burn,2,0,FTF,priming1,10,session2,non-prime,35.68,45,90,9,1,13
13,push,2,0,FTF,priming1,16,session2,non-prime,35.68,45,90,9,1,13
13,read,2,0,FTF,priming1,18,session2,non-prime,35.68,45,90,9,1,13
13,send,2,0,FTF,priming1,20,session2,non-prime,35.68,45,90,9,1,13
13,wear,2,0,FTF,priming1,22,session2,non-prime,35.68,45,90,9,1,13
13,shake,2,0,FTF,priming1,24,session2,non-prime,35.68,45,90,9,1,13
13,insert,2,0,FTF,priming1,26,session2,non-prime,35.68,45,90,9,1,13
13,turn,2,0,FTF,priming1,28,session2,non-prime,35.68,45,90,9,1,13
13,sprinkle,2,0,FTF,priming1,30,session2,non-prime,35.68,45,90,9,1,13
13,show,2,0,FTF,priming1,32,session2,non-prime,35.68,45,90,9,1,13
13,study,3,0,FTF,priming2,3,session1,prime,35.68,45,90,9,1,13
13,hang,4,0,FTF,priming1,1,session2,prime,35.68,45,90,9,1,13
13,cut,4,0,FTF,priming1,15,session2,prime,35.68,45,90,9,1,13
13,keep,4,0,FTF,priming1,36,session2,non-prime,35.68,45,90,9,1,13
13,put,7,1,FTF,priming1,33,session2,prime,35.68,45,90,9,1,13
13,measure,8,1,FTF,priming1,27,session2,prime,35.68,45,90,9,1,13
14,stretch,0,0,FTF,priming2,33,session1,prime,23.13,33,91,6,0,5
14,brush,1,0,FTF,priming1,8,session2,non-prime,23.13,33,91,6,0,5
14,cut,1,0,FTF,priming1,15,session2,prime,23.13,33,91,6,0,5
14,perform,1,0,FTF,priming2,5,session1,prime,23.13,33,91,6,0,5
14,grow,2,0,FTF,priming1,2,session2,non-prime,23.13,33,91,6,0,5
14,buy,2,0,FTF,priming1,4,session2,non-prime,23.13,33,91,6,0,5
14,use,2,0,FTF,priming1,6,session2,non-prime,23.13,33,91,6,0,5
14,sing,2,0,FTF,priming1,7,session2,prime,23.13,33,91,6,0,5
14,burn,2,0,FTF,priming1,10,session2,non-prime,23.13,33,91,6,0,5
14,stack,2,0,FTF,priming1,11,session2,prime,23.13,33,91,6,0,5
14,pet,2,0,FTF,priming1,12,session2,non-prime,23.13,33,91,6,0,5
14,need,2,0,FTF,priming1,14,session2,non-prime,23.13,33,91,6,0,5
14,push,2,0,FTF,priming1,16,session2,non-prime,23.13,33,91,6,0,5
14,boil,2,0,FTF,priming1,17,session2,prime,23.13,33,91,6,0,5
14,read,2,0,FTF,priming1,18,session2,non-prime,23.13,33,91,6,0,5
14,send,2,0,FTF,priming1,20,session2,non-prime,23.13,33,91,6,0,5
14,wear,2,0,FTF,priming1,22,session2,non-prime,23.13,33,91,6,0,5
14,insert,2,0,FTF,priming1,26,session2,non-prime,23.13,33,91,6,0,5
14,turn,2,0,FTF,priming1,28,session2,non-prime,23.13,33,91,6,0,5
14,mix,2,0,FTF,priming1,29,session2,prime,23.13,33,91,6,0,5
14,sprinkle,2,0,FTF,priming1,30,session2,non-prime,23.13,33,91,6,0,5
14,show,2,0,FTF,priming1,32,session2,non-prime,23.13,33,91,6,0,5
14,swipe,2,0,FTF,priming1,34,session2,non-prime,23.13,33,91,6,0,5
14,vacuum,2,0,FTF,priming2,1,session1,prime,23.13,33,91,6,0,5
14,bring,2,0,FTF,priming2,2,session1,non-prime,23.13,33,91,6,0,5
14,study,2,0,FTF,priming2,3,session1,prime,23.13,33,91,6,0,5
14,catch,2,0,FTF,priming2,6,session1,non-prime,23.13,33,91,6,0,5
14,print,2,0,FTF,priming2,7,session1,prime,23.13,33,91,6,0,5
14,drive,2,0,FTF,priming2,10,session1,non-prime,23.13,33,91,6,0,5
14,clean,2,0,FTF,priming2,11,session1,prime,23.13,33,91,6,0,5
14,peel,2,0,FTF,priming2,12,session1,non-prime,23.13,33,91,6,0,5
14,choose,2,0,FTF,priming2,13,session1,prime,23.13,33,91,6,0,5
14,lift,2,0,FTF,priming2,14,session1,non-prime,23.13,33,91,6,0,5
14,fly,2,0,FTF,priming2,16,session1,non-prime,23.13,33,91,6,0,5
14,drink,2,0,FTF,priming2,18,session1,non-prime,23.13,33,91,6,0,5
14,decorate,2,0,FTF,priming2,20,session1,non-prime,23.13,33,91,6,0,5
14,cross,2,0,FTF,priming2,22,session1,non-prime,23.13,33,91,6,0,5
14,move,2,0,FTF,priming2,24,session1,non-prime,23.13,33,91,6,0,5
14,rake,2,0,FTF,priming2,26,session1,non-prime,23.13,33,91,6,0,5
14,hit,2,0,FTF,priming2,28,session1,non-prime,23.13,33,91,6,0,5
14,raise,2,0,FTF,priming2,30,session1,non-prime,23.13,33,91,6,0,5
14,follow,2,0,FTF,priming2,32,session1,non-prime,23.13,33,91,6,0,5
14,ride,2,0,FTF,priming2,34,session1,non-prime,23.13,33,91,6,0,5
14,pass,2,0,FTF,priming2,36,session1,non-prime,23.13,33,91,6,0,5
14,display,4,0,FTF,priming1,3,session2,prime,23.13,33,91,6,0,5
14,select,4,0,FTF,priming1,5,session2,prime,23.13,33,91,6,0,5
14,measure,4,0,FTF,priming1,27,session2,prime,23.13,33,91,6,0,5
14,carry,4,0,FTF,priming2,4,session1,non-prime,23.13,33,91,6,0,5
14,post,4,0,FTF,priming2,9,session1,prime,23.13,33,91,6,0,5
14,park,4,0,FTF,priming2,31,session1,prime,23.13,33,91,6,0,5
14,fill,4,0,FTF,priming2,35,session1,prime,23.13,33,91,6,0,5
14,watch,7,1,FTF,priming1,21,session2,prime,23.13,33,91,6,0,5
14,polish,7,1,FTF,priming2,8,session1,non-prime,23.13,33,91,6,0,5
14,wash,7,1,FTF,priming2,17,session1,prime,23.13,33,91,6,0,5
14,pick,8,1,FTF,priming2,21,session1,prime,23.13,33,91,6,0,5
14,have,8,1,FTF,priming2,27,session1,prime,23.13,33,91,6,0,5
14,take,8,1,FTF,priming2,29,session1,prime,23.13,33,91,6,0,5
14,shake,9,1,FTF,priming1,24,session2,non-prime,23.13,33,91,6,0,5
14,keep,9,1,FTF,priming1,36,session2,non-prime,23.13,33,91,6,0,5
14,hang,10,1,FTF,priming1,1,session2,prime,23.13,33,91,6,0,5
14,organize,10,1,FTF,priming1,9,session2,prime,23.13,33,91,6,0,5
14,toast,10,1,FTF,priming1,13,session2,prime,23.13,33,91,6,0,5
14,store,10,1,FTF,priming1,19,session2,prime,23.13,33,91,6,0,5
14,drink,10,1,FTF,priming1,23,session2,prime,23.13,33,91,6,0,5
14,pour,10,1,FTF,priming1,25,session2,prime,23.13,33,91,6,0,5
14,cook,10,1,FTF,priming1,31,session2,prime,23.13,33,91,6,0,5
14,put,10,1,FTF,priming1,33,session2,prime,23.13,33,91,6,0,5
14,wipe,10,1,FTF,priming1,35,session2,prime,23.13,33,91,6,0,5
14,bake,10,1,FTF,priming2,15,session1,prime,23.13,33,91,6,0,5
14,type,10,1,FTF,priming2,19,session1,prime,23.13,33,91,6,0,5
14,staple,10,1,FTF,priming2,23,session1,prime,23.13,33,91,6,0,5
14,deposit,10,1,FTF,priming2,25,session1,prime,23.13,33,91,6,0,5
15,hang,0,0,FTF,priming1,1,session2,prime,46.12,31,67,4,0,4
15,grow,0,0,FTF,priming1,2,session2,non-prime,46.12,31,67,4,0,4
15,display,0,0,FTF,priming1,3,session2,prime,46.12,31,67,4,0,4
15,buy,0,0,FTF,priming1,4,session2,non-prime,46.12,31,67,4,0,4
15,select,0,0,FTF,priming1,5,session2,prime,46.12,31,67,4,0,4
15,use,0,0,FTF,priming1,6,session2,non-prime,46.12,31,67,4,0,4
15,sing,0,0,FTF,priming1,7,session2,prime,46.12,31,67,4,0,4
15,brush,0,0,FTF,priming1,8,session2,non-prime,46.12,31,67,4,0,4
15,organize,0,0,FTF,priming1,9,session2,prime,46.12,31,67,4,0,4
15,burn,0,0,FTF,priming1,10,session2,non-prime,46.12,31,67,4,0,4
15,stack,0,0,FTF,priming1,11,session2,prime,46.12,31,67,4,0,4
15,pet,0,0,FTF,priming1,12,session2,non-prime,46.12,31,67,4,0,4
15,toast,0,0,FTF,priming1,13,session2,prime,46.12,31,67,4,0,4
15,need,0,0,FTF,priming1,14,session2,non-prime,46.12,31,67,4,0,4
15,print,0,0,FTF,priming2,7,session1,prime,46.12,31,67,4,0,4
15,polish,0,0,FTF,priming2,8,session1,non-prime,46.12,31,67,4,0,4
15,post,0,0,FTF,priming2,9,session1,prime,46.12,31,67,4,0,4
15,drive,0,0,FTF,priming2,10,session1,non-prime,46.12,31,67,4,0,4
15,clean,0,0,FTF,priming2,11,session1,prime,46.12,31,67,4,0,4
15,peel,0,0,FTF,priming2,12,session1,non-prime,46.12,31,67,4,0,4
15,choose,0,0,FTF,priming2,13,session1,prime,46.12,31,67,4,0,4
15,lift,0,0,FTF,priming2,14,session1,non-prime,46.12,31,67,4,0,4
15,bake,0,0,FTF,priming2,15,session1,prime,46.12,31,67,4,0,4
15,wash,0,0,FTF,priming2,17,session1,prime,46.12,31,67,4,0,4
15,drink,0,0,FTF,priming2,18,session1,non-prime,46.12,31,67,4,0,4
15,decorate,0,0,FTF,priming2,20,session1,non-prime,46.12,31,67,4,0,4
15,pick,0,0,FTF,priming2,21,session1,prime,46.12,31,67,4,0,4
15,cross,0,0,FTF,priming2,22,session1,non-prime,46.12,31,67,4,0,4
15,staple,0,0,FTF,priming2,23,session1,prime,46.12,31,67,4,0,4
15,move,0,0,FTF,priming2,24,session1,non-prime,46.12,31,67,4,0,4
15,deposit,0,0,FTF,priming2,25,session1,prime,46.12,31,67,4,0,4
15,rake,0,0,FTF,priming2,26,session1,non-prime,46.12,31,67,4,0,4
15,have,0,0,FTF,priming2,27,session1,prime,46.12,31,67,4,0,4
15,hit,0,0,FTF,priming2,28,session1,non-prime,46.12,31,67,4,0,4
15,take,0,0,FTF,priming2,29,session1,prime,46.12,31,67,4,0,4
15,raise,0,0,FTF,priming2,30,session1,non-prime,46.12,31,67,4,0,4
15,vacuum,1,0,FTF,priming2,1,session1,prime,46.12,31,67,4,0,4
15,bring,1,0,FTF,priming2,2,session1,non-prime,46.12,31,67,4,0,4
15,perform,1,0,FTF,priming2,5,session1,prime,46.12,31,67,4,0,4
15,catch,1,0,FTF,priming2,6,session1,non-prime,46.12,31,67,4,0,4
15,fly,1,0,FTF,priming2,16,session1,non-prime,46.12,31,67,4,0,4
15,type,1,0,FTF,priming2,19,session1,prime,46.12,31,67,4,0,4
15,park,1,0,FTF,priming2,31,session1,prime,46.12,31,67,4,0,4
15,follow,1,0,FTF,priming2,32,session1,non-prime,46.12,31,67,4,0,4
15,stretch,1,0,FTF,priming2,33,session1,prime,46.12,31,67,4,0,4
15,fill,1,0,FTF,priming2,35,session1,prime,46.12,31,67,4,0,4
15,pass,1,0,FTF,priming2,36,session1,non-prime,46.12,31,67,4,0,4
15,cut,2,0,FTF,priming1,15,session2,prime,46.12,31,67,4,0,4
15,push,2,0,FTF,priming1,16,session2,non-prime,46.12,31,67,4,0,4
15,read,2,0,FTF,priming1,18,session2,non-prime,46.12,31,67,4,0,4
15,send,2,0,FTF,priming1,20,session2,non-prime,46.12,31,67,4,0,4
15,watch,2,0,FTF,priming1,21,session2,prime,46.12,31,67,4,0,4
15,wear,2,0,FTF,priming1,22,session2,non-prime,46.12,31,67,4,0,4
15,shake,2,0,FTF,priming1,24,session2,non-prime,46.12,31,67,4,0,4
15,insert,2,0,FTF,priming1,26,session2,non-prime,46.12,31,67,4,0,4
15,measure,2,0,FTF,priming1,27,session2,prime,46.12,31,67,4,0,4
15,turn,2,0,FTF,priming1,28,session2,non-prime,46.12,31,67,4,0,4
15,show,2,0,FTF,priming1,32,session2,non-prime,46.12,31,67,4,0,4
15,wipe,2,0,FTF,priming1,35,session2,prime,46.12,31,67,4,0,4
15,carry,2,0,FTF,priming2,4,session1,non-prime,46.12,31,67,4,0,4
15,ride,2,0,FTF,priming2,34,session1,non-prime,46.12,31,67,4,0,4
15,boil,4,0,FTF,priming1,17,session2,prime,46.12,31,67,4,0,4
15,store,4,0,FTF,priming1,19,session2,prime,46.12,31,67,4,0,4
15,drink,4,0,FTF,priming1,23,session2,prime,46.12,31,67,4,0,4
15,pour,4,0,FTF,priming1,25,session2,prime,46.12,31,67,4,0,4
15,mix,4,0,FTF,priming1,29,session2,prime,46.12,31,67,4,0,4
15,sprinkle,4,0,FTF,priming1,30,session2,non-prime,46.12,31,67,4,0,4
15,put,4,0,FTF,priming1,33,session2,prime,46.12,31,67,4,0,4
15,swipe,4,0,FTF,priming1,34,session2,non-prime,46.12,31,67,4,0,4
15,keep,4,0,FTF,priming1,36,session2,non-prime,46.12,31,67,4,0,4
15,study,4,0,FTF,priming2,3,session1,prime,46.12,31,67,4,0,4
15,cook,7,1,FTF,priming1,31,session2,prime,46.12,31,67,4,0,4
16,vacuum,0,0,FTF,priming2,1,session1,prime,64.82,42,92,8,1,9
16,study,0,0,FTF,priming2,3,session1,prime,64.82,42,92,8,1,9
16,catch,0,0,FTF,priming2,6,session1,non-prime,64.82,42,92,8,1,9
16,polish,0,0,FTF,priming2,8,session1,non-prime,64.82,42,92,8,1,9
16,grow,1,0,FTF,priming1,2,session2,non-prime,64.82,42,92,8,1,9
16,buy,2,0,FTF,priming1,4,session2,non-prime,64.82,42,92,8,1,9
16,use,2,0,FTF,priming1,6,session2,non-prime,64.82,42,92,8,1,9
16,burn,2,0,FTF,priming1,10,session2,non-prime,64.82,42,92,8,1,9
16,pet,2,0,FTF,priming1,12,session2,non-prime,64.82,42,92,8,1,9
16,need,2,0,FTF,priming1,14,session2,non-prime,64.82,42,92,8,1,9
16,cut,2,0,FTF,priming1,15,session2,prime,64.82,42,92,8,1,9
16,push,2,0,FTF,priming1,16,session2,non-prime,64.82,42,92,8,1,9
16,boil,2,0,FTF,priming1,17,session2,prime,64.82,42,92,8,1,9
16,read,2,0,FTF,priming1,18,session2,non-prime,64.82,42,92,8,1,9
16,send,2,0,FTF,priming1,20,session2,non-prime,64.82,42,92,8,1,9
16,wear,2,0,FTF,priming1,22,session2,non-prime,64.82,42,92,8,1,9
16,shake,2,0,FTF,priming1,24,session2,non-prime,64.82,42,92,8,1,9
16,insert,2,0,FTF,priming1,26,session2,non-prime,64.82,42,92,8,1,9
16,measure,2,0,FTF,priming1,27,session2,prime,64.82,42,92,8,1,9
16,turn,2,0,FTF,priming1,28,session2,non-prime,64.82,42,92,8,1,9
16,sprinkle,2,0,FTF,priming1,30,session2,non-prime,64.82,42,92,8,1,9
16,show,2,0,FTF,priming1,32,session2,non-prime,64.82,42,92,8,1,9
16,wipe,2,0,FTF,priming1,35,session2,prime,64.82,42,92,8,1,9
16,bring,2,0,FTF,priming2,2,session1,non-prime,64.82,42,92,8,1,9
16,clean,2,0,FTF,priming2,11,session1,prime,64.82,42,92,8,1,9
16,peel,2,0,FTF,priming2,12,session1,non-prime,64.82,42,92,8,1,9
16,lift,2,0,FTF,priming2,14,session1,non-prime,64.82,42,92,8,1,9
16,fly,2,0,FTF,priming2,16,session1,non-prime,64.82,42,92,8,1,9
16,wash,2,0,FTF,priming2,17,session1,prime,64.82,42,92,8,1,9
16,drink,2,0,FTF,priming2,18,session1,non-prime,64.82,42,92,8,1,9
16,type,2,0,FTF,priming2,19,session1,prime,64.82,42,92,8,1,9
16,decorate,2,0,FTF,priming2,20,session1,non-prime,64.82,42,92,8,1,9
16,cross,2,0,FTF,priming2,22,session1,non-prime,64.82,42,92,8,1,9
16,move,2,0,FTF,priming2,24,session1,non-prime,64.82,42,92,8,1,9
16,rake,2,0,FTF,priming2,26,session1,non-prime,64.82,42,92,8,1,9
16,have,2,0,FTF,priming2,27,session1,prime,64.82,42,92,8,1,9
16,hit,2,0,FTF,priming2,28,session1,non-prime,64.82,42,92,8,1,9
16,raise,2,0,FTF,priming2,30,session1,non-prime,64.82,42,92,8,1,9
16,follow,2,0,FTF,priming2,32,session1,non-prime,64.82,42,92,8,1,9
16,ride,2,0,FTF,priming2,34,session1,non-prime,64.82,42,92,8,1,9
16,pass,2,0,FTF,priming2,36,session1,non-prime,64.82,42,92,8,1,9
16,hang,4,0,FTF,priming1,1,session2,prime,64.82,42,92,8,1,9
16,display,4,0,FTF,priming1,3,session2,prime,64.82,42,92,8,1,9
16,select,4,0,FTF,priming1,5,session2,prime,64.82,42,92,8,1,9
16,brush,4,0,FTF,priming1,8,session2,non-prime,64.82,42,92,8,1,9
16,toast,4,0,FTF,priming1,13,session2,prime,64.82,42,92,8,1,9
16,store,4,0,FTF,priming1,19,session2,prime,64.82,42,92,8,1,9
16,watch,4,0,FTF,priming1,21,session2,prime,64.82,42,92,8,1,9
16,pour,4,0,FTF,priming1,25,session2,prime,64.82,42,92,8,1,9
16,mix,4,0,FTF,priming1,29,session2,prime,64.82,42,92,8,1,9
16,keep,4,0,FTF,priming1,36,session2,non-prime,64.82,42,92,8,1,9
16,perform,4,0,FTF,priming2,5,session1,prime,64.82,42,92,8,1,9
16,print,4,0,FTF,priming2,7,session1,prime,64.82,42,92,8,1,9
16,post,4,0,FTF,priming2,9,session1,prime,64.82,42,92,8,1,9
16,choose,4,0,FTF,priming2,13,session1,prime,64.82,42,92,8,1,9
16,staple,4,0,FTF,priming2,23,session1,prime,64.82,42,92,8,1,9
16,park,4,0,FTF,priming2,31,session1,prime,64.82,42,92,8,1,9
16,fill,4,0,FTF,priming2,35,session1,prime,64.82,42,92,8,1,9
16,swipe,5,0,FTF,priming1,34,session2,non-prime,64.82,42,92,8,1,9
16,stack,8,1,FTF,priming1,11,session2,prime,64.82,42,92,8,1,9
16,carry,9,1,FTF,priming2,4,session1,non-prime,64.82,42,92,8,1,9
16,drive,9,1,FTF,priming2,10,session1,non-prime,64.82,42,92,8,1,9
16,sing,10,1,FTF,priming1,7,session2,prime,64.82,42,92,8,1,9
16,organize,10,1,FTF,priming1,9,session2,prime,64.82,42,92,8,1,9
16,drink,10,1,FTF,priming1,23,session2,prime,64.82,42,92,8,1,9
16,cook,10,1,FTF,priming1,31,session2,prime,64.82,42,92,8,1,9
16,put,10,1,FTF,priming1,33,session2,prime,64.82,42,92,8,1,9
16,bake,10,1,FTF,priming2,15,session1,prime,64.82,42,92,8,1,9
16,pick,10,1,FTF,priming2,21,session1,prime,64.82,42,92,8,1,9
16,deposit,10,1,FTF,priming2,25,session1,prime,64.82,42,92,8,1,9
16,take,10,1,FTF,priming2,29,session1,prime,64.82,42,92,8,1,9
16,stretch,10,1,FTF,priming2,33,session1,prime,64.82,42,92,8,1,9
17,organize,0,0,FTF,priming1,9,session1,prime,30.86,19,97,5,0,5
17,burn,0,0,FTF,priming1,10,session1,non-prime,30.86,19,97,5,0,5
17,grow,1,0,FTF,priming1,2,session1,non-prime,30.86,19,97,5,0,5
17,display,1,0,FTF,priming1,3,session1,prime,30.86,19,97,5,0,5
17,pet,1,0,FTF,priming1,12,session1,non-prime,30.86,19,97,5,0,5
