subject,verb,score,binary_score,new_score,mod_score,rescale_score,priming_amount,group,modality,condition,test,trial_order,test_order,rec_pre,typingSpeed,cloze,WMC1,WMC2,rec_pre_1_2
39,measure,2,0,1,0,1,0,control,CMC,controlCMC,prod3,9,a_pre,12,47.84,36,36,60,16
39,wipe,2,0,1,0,1,0,control,CMC,controlCMC,prod3,12,a_pre,12,47.84,36,36,60,16
39,vacuum,2,0,1,0,1,0,control,CMC,controlCMC,prod2,10,post1,12,47.84,36,36,60,16
39,scrub,2,0,1,0,1,0,control,CMC,controlCMC,prod2,11,post1,12,47.84,36,36,60,16
39,shave,2,0,1,0,1,0,control,CMC,controlCMC,prod1,4,post2,12,47.84,36,36,60,16
41,wipe,2,0,1,0,1,0,control,FTF,controlFTF,prod3,12,a_pre,10,52.38,27,31,64,14
41,learn,2,0,1,0,1,0,control,FTF,controlFTF,prod1,7,post1,10,52.38,27,31,64,14
41,hang,2,0,1,0,1,0,control,FTF,controlFTF,prod1,10,post1,10,52.38,27,31,64,14
41,take,2,0,1,0,1,0,control,FTF,controlFTF,prod1,11,post1,10,52.38,27,31,64,14
41,cook,2,0,1,0,1,0,control,FTF,controlFTF,prod1,12,post1,10,52.38,27,31,64,14
41,hear,2,0,1,0,1,0,control,FTF,controlFTF,prod2,5,post2,10,52.38,27,31,64,14
41,boil,2,0,1,0,1,0,control,FTF,controlFTF,prod2,9,post2,10,52.38,27,31,64,14
41,scrub,2,0,1,0,1,0,control,FTF,controlFTF,prod2,11,post2,10,52.38,27,31,64,14
41,drink,2,0,1,0,1,0,control,FTF,controlFTF,prod2,12,post2,10,52.38,27,31,64,14
47,store,2,0,1,0,1,0,control,CMC,controlCMC,prod2,8,a_pre,4,30.44,23,39,62,4
50,eat,2,0,1,0,1,0,control,CMC,controlCMC,prod3,1,a_pre,4,30.31,22,55,75,4
50,wipe,2,0,1,0,1,0,control,CMC,controlCMC,prod3,12,a_pre,4,30.31,22,55,75,4
50,drink,2,0,1,0,1,0,control,CMC,controlCMC,prod2,12,post1,4,30.31,22,55,75,4
52,eat,2,0,1,0,1,0,control,CMC,controlCMC,prod3,1,post1,12,41.21,31,67,83,18
52,wipe,2,0,1,0,1,0,control,CMC,controlCMC,prod3,12,post1,12,41.21,31,67,83,18
53,lose,2,0,1,0,1,0,control,CMC,controlCMC,prod1,5,a_pre,2,25.47,28,60,79,3
53,learn,2,0,1,0,1,0,control,CMC,controlCMC,prod1,7,a_pre,2,25.47,28,60,79,3
53,take,2,0,1,0,1,0,control,CMC,controlCMC,prod1,11,a_pre,2,25.47,28,60,79,3
53,scrub,2,0,1,0,1,0,control,CMC,controlCMC,prod2,11,post1,2,25.47,28,60,79,3
53,organize,2,0,1,0,1,0,control,CMC,controlCMC,prod3,3,post2,2,25.47,28,60,79,3
53,display,2,0,1,0,1,0,control,CMC,controlCMC,prod3,4,post2,2,25.47,28,60,79,3
53,measure,2,0,1,0,1,0,control,CMC,controlCMC,prod3,9,post2,2,25.47,28,60,79,3
53,have,2,0,1,0,1,0,control,CMC,controlCMC,prod3,11,post2,2,25.47,28,60,79,3
53,wipe,2,0,1,0,1,0,control,CMC,controlCMC,prod3,12,post2,2,25.47,28,60,79,3
129,hear,2,0,1,0,1,0,control,FTF,controlFTF,prod2,5,a_pre,6,31.2,16,29,51,6
129,drink,2,0,1,0,1,0,control,FTF,controlFTF,prod2,12,a_pre,6,31.2,16,29,51,6
129,lose,2,0,1,0,1,0,control,FTF,controlFTF,prod1,5,post1,6,31.2,16,29,51,6
129,learn,2,0,1,0,1,0,control,FTF,controlFTF,prod1,7,post1,6,31.2,16,29,51,6
150,cut,2,0,1,0,1,0,control,FTF,controlFTF,prod2,7,a_pre,11,54.67,34,85,97,16
39,wash,3,0,1,0,1,0,control,CMC,controlCMC,prod3,5,a_pre,12,47.84,36,36,60,16
39,perform,3,0,1,0,1,0,control,CMC,controlCMC,prod3,7,a_pre,12,47.84,36,36,60,16
39,stack,3,0,1,0,1,0,control,CMC,controlCMC,prod3,8,a_pre,12,47.84,36,36,60,16
39,study,3,0,1,0,1,0,control,CMC,controlCMC,prod2,4,post1,12,47.84,36,36,60,16
39,sing,3,0,1,0,1,0,control,CMC,controlCMC,prod2,6,post1,12,47.84,36,36,60,16
39,cut,3,0,1,0,1,0,control,CMC,controlCMC,prod2,7,post1,12,47.84,36,36,60,16
39,lose,3,0,1,0,1,0,control,CMC,controlCMC,prod1,5,post2,12,47.84,36,36,60,16
39,put,3,0,1,0,1,0,control,CMC,controlCMC,prod1,6,post2,12,47.84,36,36,60,16
39,learn,3,0,1,0,1,0,control,CMC,controlCMC,prod1,7,post2,12,47.84,36,36,60,16
39,change,3,0,1,0,1,0,control,CMC,controlCMC,prod1,8,post2,12,47.84,36,36,60,16
50,sing,3,0,1,0,1,0,control,CMC,controlCMC,prod2,6,post1,4,30.31,22,55,75,4
52,change,3,0,1,0,1,0,control,CMC,controlCMC,prod1,8,a_pre,12,41.21,31,67,83,18
52,mount,3,0,1,0,1,0,control,CMC,controlCMC,prod2,3,post2,12,41.21,31,67,83,18
53,change,3,0,1,0,1,0,control,CMC,controlCMC,prod1,8,a_pre,2,25.47,28,60,79,3
53,study,3,0,1,0,1,0,control,CMC,controlCMC,prod2,4,post1,2,25.47,28,60,79,3
53,sing,3,0,1,0,1,0,control,CMC,controlCMC,prod2,6,post1,2,25.47,28,60,79,3
129,park,3,0,1,0,1,0,control,FTF,controlFTF,prod1,1,post1,6,31.2,16,29,51,6
129,change,3,0,1,0,1,0,control,FTF,controlFTF,prod1,8,post1,6,31.2,16,29,51,6
150,eat,3,0,1,0,1,0,control,FTF,controlFTF,prod3,1,post1,11,54.67,34,85,97,16
150,have,3,0,1,0,1,0,control,FTF,controlFTF,prod3,11,post1,11,54.67,34,85,97,16
28,harvest,4,0,1,0,1,0,control,FTF,controlFTF,prod1,2,a_pre,5,51.18,25,59,89,6
28,cover,4,0,1,0,1,0,control,FTF,controlFTF,prod1,3,a_pre,5,51.18,25,59,89,6
28,put,4,0,1,0,1,0,control,FTF,controlFTF,prod1,6,a_pre,5,51.18,25,59,89,6
28,learn,4,0,1,0,1,0,control,FTF,controlFTF,prod1,7,a_pre,5,51.18,25,59,89,6
28,change,4,0,1,0,1,0,control,FTF,controlFTF,prod1,8,a_pre,5,51.18,25,59,89,6
28,receive,4,0,1,0,1,0,control,FTF,controlFTF,prod1,9,a_pre,5,51.18,25,59,89,6
28,hang,4,0,1,0,1,0,control,FTF,controlFTF,prod1,10,a_pre,5,51.18,25,59,89,6
28,take,4,0,1,0,1,0,control,FTF,controlFTF,prod1,11,a_pre,5,51.18,25,59,89,6
28,cook,4,0,1,0,1,0,control,FTF,controlFTF,prod1,12,a_pre,5,51.18,25,59,89,6
28,set,4,0,1,0,1,0,control,FTF,controlFTF,prod2,1,post1,5,51.18,25,59,89,6
28,hear,4,0,1,0,1,0,control,FTF,controlFTF,prod2,5,post1,5,51.18,25,59,89,6
28,cut,4,0,1,0,1,0,control,FTF,controlFTF,prod2,7,post1,5,51.18,25,59,89,6
28,store,4,0,1,0,1,0,control,FTF,controlFTF,prod2,8,post1,5,51.18,25,59,89,6
28,vacuum,4,0,1,0,1,0,control,FTF,controlFTF,prod2,10,post1,5,51.18,25,59,89,6
28,scrub,4,0,1,0,1,0,control,FTF,controlFTF,prod2,11,post1,5,51.18,25,59,89,6
28,record,4,0,1,0,1,0,control,FTF,controlFTF,prod3,2,post2,5,51.18,25,59,89,6
28,organize,4,0,1,0,1,0,control,FTF,controlFTF,prod3,3,post2,5,51.18,25,59,89,6
28,wash,4,0,1,0,1,0,control,FTF,controlFTF,prod3,5,post2,5,51.18,25,59,89,6
28,pump,4,0,1,0,1,0,control,FTF,controlFTF,prod3,6,post2,5,51.18,25,59,89,6
28,stack,4,0,1,0,1,0,control,FTF,controlFTF,prod3,8,post2,5,51.18,25,59,89,6
28,measure,4,0,1,0,1,0,control,FTF,controlFTF,prod3,9,post2,5,51.18,25,59,89,6
29,harvest,4,0,1,0,1,0,control,FTF,controlFTF,prod1,2,a_pre,4,52.41,29,57,84,4
29,cover,4,0,1,0,1,0,control,FTF,controlFTF,prod1,3,a_pre,4,52.41,29,57,84,4
29,shave,4,0,1,0,1,0,control,FTF,controlFTF,prod1,4,a_pre,4,52.41,29,57,84,4
29,lose,4,0,1,0,1,0,control,FTF,controlFTF,prod1,5,a_pre,4,52.41,29,57,84,4
29,learn,4,0,1,0,1,0,control,FTF,controlFTF,prod1,7,a_pre,4,52.41,29,57,84,4
29,change,4,0,1,0,1,0,control,FTF,controlFTF,prod1,8,a_pre,4,52.41,29,57,84,4
29,receive,4,0,1,0,1,0,control,FTF,controlFTF,prod1,9,a_pre,4,52.41,29,57,84,4
29,hang,4,0,1,0,1,0,control,FTF,controlFTF,prod1,10,a_pre,4,52.41,29,57,84,4
29,set,4,0,1,0,1,0,control,FTF,controlFTF,prod2,1,post1,4,52.41,29,57,84,4
29,select,4,0,1,0,1,0,control,FTF,controlFTF,prod2,2,post1,4,52.41,29,57,84,4
29,study,4,0,1,0,1,0,control,FTF,controlFTF,prod2,4,post1,4,52.41,29,57,84,4
29,hear,4,0,1,0,1,0,control,FTF,controlFTF,prod2,5,post1,4,52.41,29,57,84,4
29,cut,4,0,1,0,1,0,control,FTF,controlFTF,prod2,7,post1,4,52.41,29,57,84,4
29,boil,4,0,1,0,1,0,control,FTF,controlFTF,prod2,9,post1,4,52.41,29,57,84,4
29,drink,4,0,1,0,1,0,control,FTF,controlFTF,prod2,12,post1,4,52.41,29,57,84,4
29,record,4,0,1,0,1,0,control,FTF,controlFTF,prod3,2,post2,4,52.41,29,57,84,4
29,organize,4,0,1,0,1,0,control,FTF,controlFTF,prod3,3,post2,4,52.41,29,57,84,4
29,pump,4,0,1,0,1,0,control,FTF,controlFTF,prod3,6,post2,4,52.41,29,57,84,4
29,perform,4,0,1,0,1,0,control,FTF,controlFTF,prod3,7,post2,4,52.41,29,57,84,4
29,stack,4,0,1,0,1,0,control,FTF,controlFTF,prod3,8,post2,4,52.41,29,57,84,4
29,measure,4,0,1,0,1,0,control,FTF,controlFTF,prod3,9,post2,4,52.41,29,57,84,4
29,pour,4,0,1,0,1,0,control,FTF,controlFTF,prod3,10,post2,4,52.41,29,57,84,4
30,park,4,0,1,0,1,0,control,FTF,controlFTF,prod1,1,a_pre,6,22.96,27,31,63,6
30,harvest,4,0,1,0,1,0,control,FTF,controlFTF,prod1,2,a_pre,6,22.96,27,31,63,6
30,cover,4,0,1,0,1,0,control,FTF,controlFTF,prod1,3,a_pre,6,22.96,27,31,63,6
30,shave,4,0,1,0,1,0,control,FTF,controlFTF,prod1,4,a_pre,6,22.96,27,31,63,6
30,put,4,0,1,0,1,0,control,FTF,controlFTF,prod1,6,a_pre,6,22.96,27,31,63,6
30,learn,4,0,1,0,1,0,control,FTF,controlFTF,prod1,7,a_pre,6,22.96,27,31,63,6
30,receive,4,0,1,0,1,0,control,FTF,controlFTF,prod1,9,a_pre,6,22.96,27,31,63,6
30,hang,4,0,1,0,1,0,control,FTF,controlFTF,prod1,10,a_pre,6,22.96,27,31,63,6
30,cook,4,0,1,0,1,0,control,FTF,controlFTF,prod1,12,a_pre,6,22.96,27,31,63,6
30,set,4,0,1,0,1,0,control,FTF,controlFTF,prod2,1,post1,6,22.96,27,31,63,6
30,mount,4,0,1,0,1,0,control,FTF,controlFTF,prod2,3,post1,6,22.96,27,31,63,6
30,study,4,0,1,0,1,0,control,FTF,controlFTF,prod2,4,post1,6,22.96,27,31,63,6
30,hear,4,0,1,0,1,0,control,FTF,controlFTF,prod2,5,post1,6,22.96,27,31,63,6
30,sing,4,0,1,0,1,0,control,FTF,controlFTF,prod2,6,post1,6,22.96,27,31,63,6
30,cut,4,0,1,0,1,0,control,FTF,controlFTF,prod2,7,post1,6,22.96,27,31,63,6
30,boil,4,0,1,0,1,0,control,FTF,controlFTF,prod2,9,post1,6,22.96,27,31,63,6
30,vacuum,4,0,1,0,1,0,control,FTF,controlFTF,prod2,10,post1,6,22.96,27,31,63,6
30,drink,4,0,1,0,1,0,control,FTF,controlFTF,prod2,12,post1,6,22.96,27,31,63,6
30,record,4,0,1,0,1,0,control,FTF,controlFTF,prod3,2,post2,6,22.96,27,31,63,6
30,organize,4,0,1,0,1,0,control,FTF,controlFTF,prod3,3,post2,6,22.96,27,31,63,6
30,display,4,0,1,0,1,0,control,FTF,controlFTF,prod3,4,post2,6,22.96,27,31,63,6
31,harvest,4,0,1,0,1,0,control,FTF,controlFTF,prod1,2,a_pre,3,44.22,20,54,76,3
31,study,4,0,1,0,1,0,control,FTF,controlFTF,prod2,4,post1,3,44.22,20,54,76,3
31,sing,4,0,1,0,1,0,control,FTF,controlFTF,prod2,6,post1,3,44.22,20,54,76,3
32,park,4,0,1,0,1,0,control,FTF,controlFTF,prod1,1,a_pre,3,35.98,31,23,50,3
32,harvest,4,0,1,0,1,0,control,FTF,controlFTF,prod1,2,a_pre,3,35.98,31,23,50,3
32,shave,4,0,1,0,1,0,control,FTF,controlFTF,prod1,4,a_pre,3,35.98,31,23,50,3
32,lose,4,0,1,0,1,0,control,FTF,controlFTF,prod1,5,a_pre,3,35.98,31,23,50,3
32,learn,4,0,1,0,1,0,control,FTF,controlFTF,prod1,7,a_pre,3,35.98,31,23,50,3
32,change,4,0,1,0,1,0,control,FTF,controlFTF,prod1,8,a_pre,3,35.98,31,23,50,3
32,hang,4,0,1,0,1,0,control,FTF,controlFTF,prod1,10,a_pre,3,35.98,31,23,50,3
32,take,4,0,1,0,1,0,control,FTF,controlFTF,prod1,11,a_pre,3,35.98,31,23,50,3
32,select,4,0,1,0,1,0,control,FTF,controlFTF,prod2,2,post2,3,35.98,31,23,50,3
32,sing,4,0,1,0,1,0,control,FTF,controlFTF,prod2,6,post2,3,35.98,31,23,50,3
32,cut,4,0,1,0,1,0,control,FTF,controlFTF,prod2,7,post2,3,35.98,31,23,50,3
32,drink,4,0,1,0,1,0,control,FTF,controlFTF,prod2,12,post2,3,35.98,31,23,50,3
33,park,4,0,1,0,1,0,control,FTF,controlFTF,prod1,1,a_pre,6,30.36,25,38,56,6
33,shave,4,0,1,0,1,0,control,FTF,controlFTF,prod1,4,a_pre,6,30.36,25,38,56,6
33,lose,4,0,1,0,1,0,control,FTF,controlFTF,prod1,5,a_pre,6,30.36,25,38,56,6
33,change,4,0,1,0,1,0,control,FTF,controlFTF,prod1,8,a_pre,6,30.36,25,38,56,6
33,receive,4,0,1,0,1,0,control,FTF,controlFTF,prod1,9,a_pre,6,30.36,25,38,56,6
33,take,4,0,1,0,1,0,control,FTF,controlFTF,prod1,11,a_pre,6,30.36,25,38,56,6
33,select,4,0,1,0,1,0,control,FTF,controlFTF,prod2,2,post1,6,30.36,25,38,56,6
33,mount,4,0,1,0,1,0,control,FTF,controlFTF,prod2,3,post1,6,30.36,25,38,56,6
33,study,4,0,1,0,1,0,control,FTF,controlFTF,prod2,4,post1,6,30.36,25,38,56,6
33,hear,4,0,1,0,1,0,control,FTF,controlFTF,prod2,5,post1,6,30.36,25,38,56,6
33,sing,4,0,1,0,1,0,control,FTF,controlFTF,prod2,6,post1,6,30.36,25,38,56,6
33,store,4,0,1,0,1,0,control,FTF,controlFTF,prod2,8,post1,6,30.36,25,38,56,6
33,boil,4,0,1,0,1,0,control,FTF,controlFTF,prod2,9,post1,6,30.36,25,38,56,6
33,vacuum,4,0,1,0,1,0,control,FTF,controlFTF,prod2,10,post1,6,30.36,25,38,56,6
33,scrub,4,0,1,0,1,0,control,FTF,controlFTF,prod2,11,post1,6,30.36,25,38,56,6
33,drink,4,0,1,0,1,0,control,FTF,controlFTF,prod2,12,post1,6,30.36,25,38,56,6
33,eat,4,0,1,0,1,0,control,FTF,controlFTF,prod3,1,post2,6,30.36,25,38,56,6
33,record,4,0,1,0,1,0,control,FTF,controlFTF,prod3,2,post2,6,30.36,25,38,56,6
33,organize,4,0,1,0,1,0,control,FTF,controlFTF,prod3,3,post2,6,30.36,25,38,56,6
33,wash,4,0,1,0,1,0,control,FTF,controlFTF,prod3,5,post2,6,30.36,25,38,56,6
33,pump,4,0,1,0,1,0,control,FTF,controlFTF,prod3,6,post2,6,30.36,25,38,56,6
33,stack,4,0,1,0,1,0,control,FTF,controlFTF,prod3,8,post2,6,30.36,25,38,56,6
33,measure,4,0,1,0,1,0,control,FTF,controlFTF,prod3,9,post2,6,30.36,25,38,56,6
33,pour,4,0,1,0,1,0,control,FTF,controlFTF,prod3,10,post2,6,30.36,25,38,56,6
33,have,4,0,1,0,1,0,control,FTF,controlFTF,prod3,11,post2,6,30.36,25,38,56,6
33,wipe,4,0,1,0,1,0,control,FTF,controlFTF,prod3,12,post2,6,30.36,25,38,56,6
37,perform,4,0,1,0,1,0,control,FTF,controlFTF,prod3,7,a_pre,6,45.03,26,75,94,7
37,cover,4,0,1,0,1,0,control,FTF,controlFTF,prod1,3,post1,6,45.03,26,75,94,7
37,shave,4,0,1,0,1,0,control,FTF,controlFTF,prod1,4,post1,6,45.03,26,75,94,7
37,lose,4,0,1,0,1,0,control,FTF,controlFTF,prod1,5,post1,6,45.03,26,75,94,7
37,put,4,0,1,0,1,0,control,FTF,controlFTF,prod1,6,post1,6,45.03,26,75,94,7
37,learn,4,0,1,0,1,0,control,FTF,controlFTF,prod1,7,post1,6,45.03,26,75,94,7
37,change,4,0,1,0,1,0,control,FTF,controlFTF,prod1,8,post1,6,45.03,26,75,94,7
37,receive,4,0,1,0,1,0,control,FTF,controlFTF,prod1,9,post1,6,45.03,26,75,94,7
37,hang,4,0,1,0,1,0,control,FTF,controlFTF,prod1,10,post1,6,45.03,26,75,94,7
37,take,4,0,1,0,1,0,control,FTF,controlFTF,prod1,11,post1,6,45.03,26,75,94,7
37,cook,4,0,1,0,1,0,control,FTF,controlFTF,prod1,12,post1,6,45.03,26,75,94,7
37,hear,4,0,1,0,1,0,control,FTF,controlFTF,prod2,5,post2,6,45.03,26,75,94,7
37,sing,4,0,1,0,1,0,control,FTF,controlFTF,prod2,6,post2,6,45.03,26,75,94,7
37,cut,4,0,1,0,1,0,control,FTF,controlFTF,prod2,7,post2,6,45.03,26,75,94,7
37,store,4,0,1,0,1,0,control,FTF,controlFTF,prod2,8,post2,6,45.03,26,75,94,7
37,boil,4,0,1,0,1,0,control,FTF,controlFTF,prod2,9,post2,6,45.03,26,75,94,7
37,vacuum,4,0,1,0,1,0,control,FTF,controlFTF,prod2,10,post2,6,45.03,26,75,94,7
37,scrub,4,0,1,0,1,0,control,FTF,controlFTF,prod2,11,post2,6,45.03,26,75,94,7
37,drink,4,0,1,0,1,0,control,FTF,controlFTF,prod2,12,post2,6,45.03,26,75,94,7
40,perform,4,0,1,0,1,0,control,CMC,controlCMC,prod3,7,a_pre,6,63.31,38,71,86,6
40,stack,4,0,1,0,1,0,control,CMC,controlCMC,prod3,8,a_pre,6,63.31,38,71,86,6
40,harvest,4,0,1,0,1,0,control,CMC,controlCMC,prod1,2,post1,6,63.31,38,71,86,6
40,lose,4,0,1,0,1,0,control,CMC,controlCMC,prod1,5,post1,6,63.31,38,71,86,6
40,select,4,0,1,0,1,0,control,CMC,controlCMC,prod2,2,post2,6,63.31,38,71,86,6
40,cut,4,0,1,0,1,0,control,CMC,controlCMC,prod2,7,post2,6,63.31,38,71,86,6
40,vacuum,4,0,1,0,1,0,control,CMC,controlCMC,prod2,10,post2,6,63.31,38,71,86,6
40,scrub,4,0,1,0,1,0,control,CMC,controlCMC,prod2,11,post2,6,63.31,38,71,86,6
41,perform,4,0,1,0,1,0,control,FTF,controlFTF,prod3,7,a_pre,10,52.38,27,31,64,14
41,park,4,0,1,0,1,0,control,FTF,controlFTF,prod1,1,post1,10,52.38,27,31,64,14
41,harvest,4,0,1,0,1,0,control,FTF,controlFTF,prod1,2,post1,10,52.38,27,31,64,14
41,shave,4,0,1,0,1,0,control,FTF,controlFTF,prod1,4,post1,10,52.38,27,31,64,14
41,lose,4,0,1,0,1,0,control,FTF,controlFTF,prod1,5,post1,10,52.38,27,31,64,14
41,put,4,0,1,0,1,0,control,FTF,controlFTF,prod1,6,post1,10,52.38,27,31,64,14
41,change,4,0,1,0,1,0,control,FTF,controlFTF,prod1,8,post1,10,52.38,27,31,64,14
41,set,4,0,1,0,1,0,control,FTF,controlFTF,prod2,1,post2,10,52.38,27,31,64,14
41,select,4,0,1,0,1,0,control,FTF,controlFTF,prod2,2,post2,10,52.38,27,31,64,14
41,study,4,0,1,0,1,0,control,FTF,controlFTF,prod2,4,post2,10,52.38,27,31,64,14
41,store,4,0,1,0,1,0,control,FTF,controlFTF,prod2,8,post2,10,52.38,27,31,64,14
42,cover,4,0,1,0,1,0,control,FTF,controlFTF,prod1,3,post1,6,15.7,25,15,41,6
42,shave,4,0,1,0,1,0,control,FTF,controlFTF,prod1,4,post1,6,15.7,25,15,41,6
42,lose,4,0,1,0,1,0,control,FTF,controlFTF,prod1,5,post1,6,15.7,25,15,41,6
42,learn,4,0,1,0,1,0,control,FTF,controlFTF,prod1,7,post1,6,15.7,25,15,41,6
42,change,4,0,1,0,1,0,control,FTF,controlFTF,prod1,8,post1,6,15.7,25,15,41,6
42,select,4,0,1,0,1,0,control,FTF,controlFTF,prod2,2,post2,6,15.7,25,15,41,6
42,mount,4,0,1,0,1,0,control,FTF,controlFTF,prod2,3,post2,6,15.7,25,15,41,6
42,study,4,0,1,0,1,0,control,FTF,controlFTF,prod2,4,post2,6,15.7,25,15,41,6
42,hear,4,0,1,0,1,0,control,FTF,controlFTF,prod2,5,post2,6,15.7,25,15,41,6
42,sing,4,0,1,0,1,0,control,FTF,controlFTF,prod2,6,post2,6,15.7,25,15,41,6
42,cut,4,0,1,0,1,0,control,FTF,controlFTF,prod2,7,post2,6,15.7,25,15,41,6
45,study,4,0,1,0,1,0,control,CMC,controlCMC,prod2,4,post1,6,11.87,30,32,64,6
46,study,4,0,1,0,1,0,control,FTF,controlFTF,prod2,4,a_pre,6,26.93,25,26,64,6
46,sing,4,0,1,0,1,0,control,FTF,controlFTF,prod2,6,a_pre,6,26.93,25,26,64,6
46,harvest,4,0,1,0,1,0,control,FTF,controlFTF,prod1,2,post2,6,26.93,25,26,64,6
47,mount,4,0,1,0,1,0,control,CMC,controlCMC,prod2,3,a_pre,4,30.44,23,39,62,4
47,hear,4,0,1,0,1,0,control,CMC,controlCMC,prod2,5,a_pre,4,30.44,23,39,62,4
47,cut,4,0,1,0,1,0,control,CMC,controlCMC,prod2,7,a_pre,4,30.44,23,39,62,4
47,park,4,0,1,0,1,0,control,CMC,controlCMC,prod1,1,post2,4,30.44,23,39,62,4
50,perform,4,0,1,0,1,0,control,CMC,controlCMC,prod3,7,a_pre,4,30.31,22,55,75,4
50,pour,4,0,1,0,1,0,control,CMC,controlCMC,prod3,10,a_pre,4,30.31,22,55,75,4
50,have,4,0,1,0,1,0,control,CMC,controlCMC,prod3,11,a_pre,4,30.31,22,55,75,4
50,lose,4,0,1,0,1,0,control,CMC,controlCMC,prod1,5,post2,4,30.31,22,55,75,4
52,park,4,0,1,0,1,0,control,CMC,controlCMC,prod1,1,a_pre,12,41.21,31,67,83,18
52,harvest,4,0,1,0,1,0,control,CMC,controlCMC,prod1,2,a_pre,12,41.21,31,67,83,18
52,learn,4,0,1,0,1,0,control,CMC,controlCMC,prod1,7,a_pre,12,41.21,31,67,83,18
52,hang,4,0,1,0,1,0,control,CMC,controlCMC,prod1,10,a_pre,12,41.21,31,67,83,18
52,stack,4,0,1,0,1,0,control,CMC,controlCMC,prod3,8,post1,12,41.21,31,67,83,18
52,have,4,0,1,0,1,0,control,CMC,controlCMC,prod3,11,post1,12,41.21,31,67,83,18
52,sing,4,0,1,0,1,0,control,CMC,controlCMC,prod2,6,post2,12,41.21,31,67,83,18
52,cut,4,0,1,0,1,0,control,CMC,controlCMC,prod2,7,post2,12,41.21,31,67,83,18
52,store,4,0,1,0,1,0,control,CMC,controlCMC,prod2,8,post2,12,41.21,31,67,83,18
52,boil,4,0,1,0,1,0,control,CMC,controlCMC,prod2,9,post2,12,41.21,31,67,83,18
53,park,4,0,1,0,1,0,control,CMC,controlCMC,prod1,1,a_pre,2,25.47,28,60,79,3
53,harvest,4,0,1,0,1,0,control,CMC,controlCMC,prod1,2,a_pre,2,25.47,28,60,79,3
53,shave,4,0,1,0,1,0,control,CMC,controlCMC,prod1,4,a_pre,2,25.47,28,60,79,3
53,cook,4,0,1,0,1,0,control,CMC,controlCMC,prod1,12,a_pre,2,25.47,28,60,79,3
53,hear,4,0,1,0,1,0,control,CMC,controlCMC,prod2,5,post1,2,25.47,28,60,79,3
53,cut,4,0,1,0,1,0,control,CMC,controlCMC,prod2,7,post1,2,25.47,28,60,79,3
53,store,4,0,1,0,1,0,control,CMC,controlCMC,prod2,8,post1,2,25.47,28,60,79,3
53,drink,4,0,1,0,1,0,control,CMC,controlCMC,prod2,12,post1,2,25.47,28,60,79,3
53,pour,4,0,1,0,1,0,control,CMC,controlCMC,prod3,10,post2,2,25.47,28,60,79,3
129,select,4,0,1,0,1,0,control,FTF,controlFTF,prod2,2,a_pre,6,31.2,16,29,51,6
129,mount,4,0,1,0,1,0,control,FTF,controlFTF,prod2,3,a_pre,6,31.2,16,29,51,6
129,store,4,0,1,0,1,0,control,FTF,controlFTF,prod2,8,a_pre,6,31.2,16,29,51,6
129,boil,4,0,1,0,1,0,control,FTF,controlFTF,prod2,9,a_pre,6,31.2,16,29,51,6
129,scrub,4,0,1,0,1,0,control,FTF,controlFTF,prod2,11,a_pre,6,31.2,16,29,51,6
129,harvest,4,0,1,0,1,0,control,FTF,controlFTF,prod1,2,post1,6,31.2,16,29,51,6
129,hang,4,0,1,0,1,0,control,FTF,controlFTF,prod1,10,post1,6,31.2,16,29,51,6
129,cook,4,0,1,0,1,0,control,FTF,controlFTF,prod1,12,post1,6,31.2,16,29,51,6
129,eat,4,0,1,0,1,0,control,FTF,controlFTF,prod3,1,post2,6,31.2,16,29,51,6
129,record,4,0,1,0,1,0,control,FTF,controlFTF,prod3,2,post2,6,31.2,16,29,51,6
129,wash,4,0,1,0,1,0,control,FTF,controlFTF,prod3,5,post2,6,31.2,16,29,51,6
129,perform,4,0,1,0,1,0,control,FTF,controlFTF,prod3,7,post2,6,31.2,16,29,51,6
150,lose,4,0,1,0,1,0,control,FTF,controlFTF,prod1,5,post2,11,54.67,34,85,97,16
150,learn,4,0,1,0,1,0,control,FTF,controlFTF,prod1,7,post2,11,54.67,34,85,97,16
151,harvest,4,0,1,0,1,0,control,FTF,controlFTF,prod1,2,a_pre,6,47.06,16,53,82,6
151,lose,4,0,1,0,1,0,control,FTF,controlFTF,prod1,5,a_pre,6,47.06,16,53,82,6
151,put,4,0,1,0,1,0,control,FTF,controlFTF,prod1,6,a_pre,6,47.06,16,53,82,6
151,change,4,0,1,0,1,0,control,FTF,controlFTF,prod1,8,a_pre,6,47.06,16,53,82,6
151,take,4,0,1,0,1,0,control,FTF,controlFTF,prod1,11,a_pre,6,47.06,16,53,82,6
151,cook,4,0,1,0,1,0,control,FTF,controlFTF,prod1,12,a_pre,6,47.06,16,53,82,6
32,study,5,0,1,0,1,0,control,FTF,controlFTF,prod2,4,post2,3,35.98,31,23,50,3
151,pump,5,0,1,0,1,0,control,FTF,controlFTF,prod3,6,post1,6,47.06,16,53,82,6
151,have,5,0,1,0,1,0,control,FTF,controlFTF,prod3,11,post1,6,47.06,16,53,82,6
151,set,5,0,1,0,1,0,control,FTF,controlFTF,prod2,1,post2,6,47.06,16,53,82,6
151,select,5,0,1,0,1,0,control,FTF,controlFTF,prod2,2,post2,6,47.06,16,53,82,6
